fkl010h0_ANT,fkl010h0_BAS,fkl010h0_DAV,fkl010h0_DOL,fkl010h0_GVE,fkl010h0_INT,fkl010h0_LUG,fkl010h0_SIO,fkl010h0_STG,fkl010h0_ZER,fkl010h3_ANT,fkl010h3_BAS,fkl010h3_DAV,fkl010h3_DOL,fkl010h3_GVE,fkl010h3_INT,fkl010h3_LUG,fkl010h3_SIO,fkl010h3_STG,fkl010h3_ZER,gre000h0_ANT,gre000h0_BAS,gre000h0_DAV,gre000h0_DOL,gre000h0_GVE,gre000h0_INT,gre000h0_LUG,gre000h0_SIO,gre000h0_STG,gre000h0_ZER,pp0qffh0_BAS,pp0qffh0_GVE,pp0qffh0_INT,pp0qffh0_LUG,pp0qffh0_SIO,prestah0_ANT,prestah0_BAS,prestah0_DAV,prestah0_DOL,prestah0_GVE,prestah0_INT,prestah0_LUG,prestah0_SIO,prestah0_STG,prestah0_ZER,rre150h0_ANT,rre150h0_BAS,rre150h0_DAV,rre150h0_DOL,rre150h0_GVE,rre150h0_INT,rre150h0_LUG,rre150h0_SIO,rre150h0_STG,rre150h0_ZER,sre000h0_ANT,sre000h0_BAS,sre000h0_DAV,sre000h0_DOL,sre000h0_GVE,sre000h0_INT,sre000h0_LUG,sre000h0_SIO,sre000h0_STG,sre000h0_ZER,tre200h0_ANT,tre200h0_BAS,tre200h0_DAV,tre200h0_DOL,tre200h0_GVE,tre200h0_INT,tre200h0_LUG,tre200h0_SIO,tre200h0_STG,tre200h0_ZER,ure200h0_ANT,ure200h0_BAS,ure200h0_DAV,ure200h0_DOL,ure200h0_GVE,ure200h0_INT,ure200h0_LUG,ure200h0_SIO,ure200h0_STG,ure200h0_ZER,tre200h0,tre200h0_lag24h,target_tre200h0_plus12h,target_tre200h0_plus24h,target_tre200h0_plus48h,hour,season
2.6,4.6,1.2,11.1,3.5,1.9,1.1,0.4,3.3,3.8,8.2,9.4,2.7,14.6,6.1,3.7,3.8,1.4,8.2,7.4,230.0,108.0,194.0,81.0,79.0,134.0,533.0,149.0,129.0,95.0,1013.0,1016.8,1015.8,1014.2,1016.9,855.7,976.0,839.0,833.1,968.8,948.7,979.2,960.8,924.5,835.9,0.2,0.0,0.0,1.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,11.1,16.5,9.2,8.1,15.7,13.2,17.9,14.9,13.6,7.5,77.1,87.3,88.4,100.0,87.8,97.1,85.7,90.1,82.4,97.1,15.7,14.1,15.4,16.3,17.2,8.0,Summer
1.6,2.4,1.6,1.4,2.6,1.1,5.3,4.6,1.1,0.7,3.0,5.8,3.8,3.1,4.0,2.6,7.2,7.4,2.5,2.6,115.0,122.0,90.0,185.0,172.0,124.0,123.0,138.0,103.0,45.0,1017.0,1017.4,1017.2,1017.0,1015.6,857.1,979.8,840.6,832.9,968.8,949.8,981.4,959.7,928.2,835.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,51.0,57.0,23.0,37.0,45.0,1.0,0.0,3.9,15.2,3.7,8.5,13.2,12.1,12.9,15.3,9.7,6.5,53.0,27.3,37.7,24.8,43.5,45.5,42.1,40.6,44.3,43.7,12.9,12.0,1.0,13.6,14.4,16.0,Spring
8.3,5.0,2.2,16.7,0.7,1.2,1.3,1.3,0.6,1.2,14.1,9.6,3.3,22.6,2.9,2.5,2.4,2.8,1.6,2.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1013.0,1016.2,1015.4,1020.3,1016.3,853.4,974.6,837.3,827.6,965.9,945.6,983.5,957.9,922.4,832.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,5.4,0.7,3.7,2.3,2.3,5.3,3.4,4.7,1.7,38.3,77.7,93.6,73.5,93.3,99.9,75.6,83.2,62.0,77.1,2.7,2.9,2.6,5.3,4.7,19.0,Winter
3.6,3.0,3.1,4.4,3.2,2.7,1.2,3.1,3.8,4.7,6.6,7.9,6.6,7.1,6.5,6.9,4.0,6.1,7.1,8.0,893.0,715.0,721.0,590.0,876.0,927.0,834.0,847.0,879.0,563.0,1015.0,1014.1,1013.8,1015.0,1013.1,861.5,979.6,845.7,838.7,968.7,950.4,981.4,960.2,929.9,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,41.0,38.0,21.0,60.0,59.0,60.0,57.0,59.0,19.0,23.4,29.0,22.0,18.9,30.7,29.1,29.4,30.3,26.5,22.3,49.9,55.0,43.3,76.3,44.0,45.5,54.9,44.6,51.9,44.3,28.0,27.7,19.4,26.5,20.9,13.0,Summer
4.5,1.3,3.5,6.2,5.2,1.5,3.6,7.2,1.2,2.1,9.0,3.4,7.0,9.8,8.5,4.0,6.1,10.5,2.8,3.9,425.0,119.0,321.0,225.0,163.0,109.0,351.0,217.0,130.0,369.0,1011.9,1011.9,1011.2,1008.3,1009.4,847.8,973.7,830.6,824.8,963.0,943.2,972.7,952.9,920.3,826.2,0.3,1.5,0.1,2.8,0.0,0.8,0.0,0.0,1.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.6,7.2,1.3,-0.7,9.7,7.7,11.1,10.8,2.9,2.6,86.2,90.9,83.9,100.0,76.1,80.7,57.4,60.9,91.9,85.2,7.2,9.1,1.7,6.1,7.5,13.0,Spring
1.4,2.8,2.1,5.4,2.8,1.5,1.3,3.4,3.0,4.4,2.6,5.8,3.9,8.0,5.7,3.0,2.3,6.4,5.1,7.2,852.0,760.0,960.0,856.0,792.0,766.0,776.0,798.0,702.0,856.0,1018.6,1018.7,1018.2,1017.7,1017.6,857.9,981.2,840.9,831.8,969.9,950.7,982.1,961.5,929.0,835.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,52.0,60.0,60.0,60.0,60.0,60.0,54.0,60.0,4.4,14.0,4.1,4.9,12.0,11.9,13.5,14.9,8.4,4.3,53.2,56.1,62.9,72.2,52.8,63.6,52.7,36.0,74.6,46.0,11.9,7.8,3.9,8.0,8.6,11.0,Spring
2.4,0.9,1.0,2.1,1.6,1.5,0.7,1.2,1.9,0.8,7.5,2.2,1.5,4.2,5.3,3.3,1.8,2.6,4.0,1.7,604.0,551.0,622.0,571.0,526.0,562.0,223.0,563.0,580.0,609.0,1021.9,1021.1,1021.2,1021.6,1020.9,860.7,984.3,844.2,836.4,972.8,953.7,986.2,964.7,931.8,839.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,11.9,14.3,10.3,11.0,14.9,12.9,16.6,15.5,11.4,10.8,57.5,65.9,57.7,74.8,67.4,84.8,73.0,64.5,84.2,45.4,13.3,10.8,14.8,15.0,17.5,8.0,Spring
1.3,1.8,1.8,9.2,4.4,2.4,1.3,1.5,2.3,1.2,3.2,8.7,2.8,13.6,7.4,3.4,2.9,2.9,4.8,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1022.2,1025.5,1026.2,1027.8,1028.9,859.5,983.5,842.5,834.7,975.4,955.0,990.3,968.9,930.6,839.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.6,6.1,-6.6,-1.4,5.8,-0.4,1.8,-0.8,4.4,-6.1,65.4,79.8,79.6,95.5,80.8,91.2,83.7,90.1,62.7,58.5,2.2,1.9,6.1,10.0,8.9,2.0,Winter
5.7,0.6,2.2,10.6,0.8,0.6,1.2,1.1,0.8,0.8,10.4,1.6,4.8,13.2,1.4,1.1,2.5,2.0,1.9,1.4,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,1018.6,1018.4,1019.3,1019.5,1019.6,855.2,980.0,838.3,829.7,968.7,949.6,983.4,961.1,926.4,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,5.6,0.4,0.7,6.9,3.2,10.3,3.6,3.9,-1.3,65.8,91.4,92.0,96.8,88.5,96.3,85.9,89.8,100.0,86.4,4.9,2.7,6.5,6.4,2.1,0.0,Autumn
0.7,2.6,0.6,5.0,1.3,1.1,1.0,0.5,0.4,1.1,2.2,7.0,1.5,7.1,2.6,2.3,2.5,1.2,1.2,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1026.0,1026.1,1028.2,1028.8,1028.4,864.2,987.4,847.4,838.4,976.6,957.8,991.9,969.0,935.1,842.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,7.6,1.6,6.0,9.6,3.4,6.7,1.9,4.2,0.9,69.9,91.4,65.3,62.3,91.8,99.2,86.5,91.8,100.0,65.1,6.4,8.4,6.9,5.5,5.5,6.0,Autumn
3.0,3.8,5.9,2.2,2.8,4.5,7.2,7.2,3.7,0.9,9.7,8.3,8.1,4.5,5.3,6.6,10.8,13.6,6.6,3.9,63.0,133.0,66.0,82.0,131.0,86.0,118.0,144.0,54.0,24.0,1027.3,1026.6,1026.6,1029.9,1023.5,863.6,989.3,845.5,838.7,977.4,958.0,993.6,966.6,936.9,840.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,11.0,6.0,44.0,0.0,43.0,53.0,0.0,0.0,1.7,13.1,2.8,2.0,11.7,10.0,11.4,12.3,6.5,6.0,86.4,32.0,65.7,82.2,51.3,59.7,47.8,49.7,48.9,34.1,10.6,9.1,0.3,13.0,13.4,17.0,Spring
2.4,1.9,0.8,10.7,0.8,0.3,1.3,1.3,3.5,1.5,5.2,5.2,1.8,13.1,1.8,1.5,3.3,2.9,8.0,5.8,5.0,5.0,4.0,2.0,4.0,10.0,6.0,7.0,3.0,22.0,1031.5,1034.1,1032.8,1029.5,1034.4,863.6,992.1,847.2,840.4,982.2,961.5,992.2,974.4,937.2,843.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.4,-5.5,0.4,-1.6,0.7,4.1,0.5,0.6,-1.6,64.3,71.9,83.1,21.9,89.0,83.6,47.7,79.5,68.6,45.1,0.0,3.3,0.0,-3.8,6.1,7.0,Winter
0.9,0.9,2.2,3.4,0.6,1.0,0.6,0.7,0.9,1.1,2.2,2.5,3.4,4.2,1.2,2.0,1.5,1.4,2.1,1.6,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1024.6,1023.4,1024.9,1024.0,1025.0,863.1,986.1,846.8,838.3,974.6,955.9,988.6,967.4,933.0,842.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.7,3.1,10.5,12.5,8.3,16.9,9.4,7.6,4.9,88.6,95.9,77.4,60.4,86.8,95.0,85.1,92.9,98.8,80.0,7.0,7.9,20.2,10.0,11.2,3.0,Autumn
0.7,0.2,0.2,9.3,2.6,0.8,0.5,0.7,2.9,0.8,1.7,1.0,0.7,13.9,4.3,2.5,1.2,1.7,5.7,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1016.2,1017.3,1018.4,1018.3,1018.8,860.8,979.1,843.9,835.8,969.4,951.2,983.1,962.5,928.2,839.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,16.0,5.2,11.1,16.3,13.2,16.6,14.5,17.7,7.2,84.8,61.5,69.3,34.6,49.4,62.5,65.2,55.0,45.4,51.9,14.0,15.8,20.7,12.1,11.6,23.0,Spring
5.3,2.3,3.8,6.8,1.3,1.9,1.1,1.9,1.7,2.3,9.3,6.8,6.5,9.7,3.4,5.1,2.3,6.6,5.1,4.5,555.0,755.0,227.0,246.0,797.0,663.0,665.0,784.0,566.0,617.0,1016.1,1016.0,1015.8,1012.3,1014.7,858.7,979.8,841.9,835.4,969.2,950.3,978.0,960.1,928.5,837.6,0.0,0.0,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.6,17.0,53.0,5.0,0.0,52.0,32.0,60.0,55.0,35.0,24.0,12.9,21.9,12.5,10.0,22.3,19.6,22.6,22.0,17.2,12.7,81.6,63.4,88.7,99.9,64.1,77.2,66.2,63.0,77.9,85.8,17.3,18.5,17.4,21.3,22.6,10.0,Summer
1.3,1.5,1.8,7.9,1.9,2.3,0.7,1.4,2.1,1.8,3.0,4.7,3.6,12.0,5.3,3.8,2.2,3.8,5.5,4.4,5.0,34.0,1.0,22.0,11.0,10.0,19.0,17.0,6.0,19.0,1013.8,1011.8,1013.1,1014.6,1011.6,853.6,976.5,836.7,828.5,963.9,945.8,979.0,955.4,924.3,831.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,14.5,5.6,4.2,14.9,11.8,12.8,13.1,10.7,7.0,86.6,72.0,89.4,88.6,60.3,88.7,92.3,69.6,84.5,67.7,13.6,9.5,11.0,11.3,10.9,19.0,Spring
4.0,1.8,2.4,13.0,5.1,1.7,5.1,1.0,1.1,0.8,7.2,2.7,4.2,16.2,8.6,3.0,15.6,1.9,1.5,1.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1021.9,1019.2,1021.9,1012.9,1019.2,860.3,984.0,843.6,834.8,971.1,953.6,978.2,962.6,931.8,838.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.8,5.2,5.4,15.5,9.8,19.9,12.7,9.6,5.2,88.0,87.9,88.6,82.5,64.0,90.6,29.6,78.5,82.0,78.9,9.5,12.5,15.5,12.1,13.7,21.0,Autumn
3.7,0.8,1.3,3.5,0.7,2.6,1.2,0.9,1.1,1.0,8.9,3.7,2.5,7.2,1.6,4.5,2.4,2.6,3.2,1.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1014.2,1014.1,1015.9,1019.4,1015.4,860.4,977.7,844.2,834.8,966.9,949.6,984.3,960.2,927.9,839.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,19.9,11.2,12.7,19.4,17.0,18.1,18.7,16.5,10.1,67.2,73.3,92.7,82.0,78.3,88.8,92.0,69.1,87.6,84.5,18.3,18.1,17.2,16.5,19.2,20.0,Autumn
2.5,3.4,5.0,13.1,1.9,1.2,0.2,2.2,3.1,2.9,6.7,8.3,9.4,19.0,4.8,2.9,0.8,6.6,8.6,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1020.2,1023.2,1021.2,1016.4,1020.0,858.2,982.4,841.0,834.0,973.9,952.9,980.8,963.1,929.6,836.3,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,12.1,3.4,0.2,9.8,9.2,13.4,11.6,8.5,4.4,90.7,65.5,90.1,100.0,87.0,97.5,98.7,69.3,73.4,93.0,9.2,11.6,9.6,6.1,7.6,2.0,Autumn
3.6,4.1,0.7,14.4,2.0,0.6,0.0,1.8,0.7,0.8,9.7,8.1,2.9,20.2,4.9,1.4,0.0,3.6,1.5,2.2,465.0,407.0,473.0,331.0,354.0,388.0,360.0,322.0,441.0,357.0,1017.6,1020.3,1021.3,1025.6,1022.5,861.9,980.4,845.6,836.4,972.0,953.1,989.3,965.7,930.3,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,60.0,60.0,60.0,60.0,58.0,27.0,60.0,28.0,11.4,15.9,9.0,10.8,15.1,10.5,10.8,12.6,15.7,8.2,41.5,60.2,48.2,26.5,57.2,74.6,92.0,59.2,50.9,46.7,12.5,11.8,15.2,10.8,14.4,8.0,Spring
1.7,1.3,4.2,6.1,3.6,2.9,1.3,3.5,2.2,0.5,5.3,2.5,7.2,11.7,7.4,6.3,3.1,7.1,4.4,1.4,9.0,9.0,2.0,2.0,0.0,12.0,7.0,8.0,3.0,11.0,1007.5,1009.3,1007.5,1007.7,1007.5,853.6,971.6,836.6,830.2,962.3,943.0,973.8,953.1,921.1,832.8,0.0,0.0,0.0,4.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,22.9,16.4,10.8,19.1,22.4,24.2,21.0,20.4,15.0,71.3,55.4,59.6,96.0,89.8,52.3,60.3,65.2,56.4,56.5,20.8,23.9,17.8,19.9,26.2,19.0,Summer
1.0,0.8,0.6,7.2,0.9,0.9,0.5,0.6,1.4,1.0,2.5,1.5,2.0,8.3,1.4,2.2,1.2,1.7,2.5,1.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1032.0,1031.1,1031.3,1028.4,1030.5,866.4,992.8,849.1,841.3,980.2,961.4,991.5,971.8,938.8,844.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,5.1,-2.4,2.5,3.8,5.6,6.6,5.5,5.3,0.4,81.8,70.2,68.2,61.8,84.9,78.4,73.6,69.2,57.7,69.4,2.7,2.6,14.4,2.4,3.5,0.0,Spring
1.7,0.6,2.5,6.1,1.2,4.0,1.6,3.5,2.2,0.7,2.4,2.2,4.2,8.6,2.2,6.0,3.7,6.9,3.7,1.4,4.0,7.0,3.0,5.0,4.0,9.0,2.0,5.0,5.0,6.0,1007.7,1006.9,1008.1,1008.5,1006.2,846.4,969.8,829.3,821.4,958.3,939.8,973.0,949.5,917.7,824.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1.1,7.7,-0.8,-0.8,9.0,6.2,11.8,8.8,3.6,0.5,80.3,58.4,72.1,71.9,49.8,64.5,54.4,39.2,65.2,54.4,7.0,4.8,6.1,8.9,15.0,19.0,Spring
7.1,1.6,3.0,5.4,0.9,2.0,5.5,1.3,3.4,0.4,12.9,3.0,5.2,8.1,1.9,7.2,12.1,3.5,6.2,1.1,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,1031.6,1032.9,1032.3,1023.3,1030.9,861.7,992.1,844.0,838.0,981.4,961.2,986.9,971.4,936.5,839.1,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5,2.7,-6.1,-6.9,0.0,1.5,8.7,2.2,-0.1,-4.2,79.6,85.8,80.1,96.4,83.6,84.7,21.8,65.2,82.7,47.3,0.5,3.6,1.2,-1.3,-0.2,4.0,Winter
1.2,0.7,0.4,8.5,1.7,0.5,0.5,1.1,0.3,1.0,2.8,1.7,1.0,11.5,5.2,1.3,1.1,2.3,0.9,1.7,258.0,295.0,270.0,400.0,334.0,219.0,277.0,365.0,278.0,392.0,1019.8,1017.9,1019.2,1018.5,1018.1,858.8,982.0,842.4,833.9,969.7,951.1,983.2,961.6,929.4,837.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,60.0,38.0,60.0,60.0,29.0,42.0,60.0,40.0,60.0,6.5,11.6,8.9,10.6,14.4,9.7,15.7,12.7,10.4,8.4,81.4,82.9,72.6,67.4,71.0,83.4,77.8,65.3,87.1,59.7,11.1,11.3,12.6,10.5,11.4,9.0,Autumn
0.7,0.7,0.8,5.2,1.3,2.2,1.0,0.4,1.5,1.3,1.4,1.5,1.9,7.6,2.3,4.4,2.5,1.2,3.9,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1021.3,1021.1,1022.5,1017.1,1023.9,855.2,982.4,837.5,829.4,970.6,951.6,980.3,963.5,928.4,833.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.8,4.0,-4.8,-4.7,2.6,-0.2,4.1,-4.0,1.1,-9.3,87.5,81.4,89.7,100.0,88.8,94.8,73.2,90.8,89.8,70.2,1.7,3.7,-2.1,-0.3,3.8,21.0,Winter
1.4,1.1,1.1,3.1,3.6,2.9,1.7,1.3,0.6,3.9,4.3,2.9,3.4,5.8,7.0,6.7,2.7,3.4,1.7,6.3,463.0,386.0,436.0,475.0,410.0,400.0,409.0,443.0,257.0,452.0,1036.5,1034.4,1035.0,1035.1,1032.5,866.5,997.0,849.1,840.4,983.6,964.1,997.9,974.1,942.1,843.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,26.0,60.0,-3.0,3.8,-2.0,-1.7,4.7,3.4,6.1,7.9,-3.1,-0.6,60.9,51.7,41.8,57.7,53.7,56.1,51.8,23.5,87.1,32.1,3.2,2.3,-2.5,-1.3,3.5,14.0,Winter
1.4,2.8,3.6,8.8,1.7,1.1,1.5,2.1,4.3,1.7,3.8,6.2,7.7,11.9,5.2,3.8,6.2,9.5,7.0,8.0,20.0,102.0,5.0,47.0,49.0,7.0,5.0,6.0,1.0,5.0,1014.8,1013.7,1014.3,1013.1,1012.3,858.7,978.6,842.9,835.4,967.3,948.9,978.8,958.2,927.9,839.0,0.0,0.0,1.3,0.0,0.0,0.0,7.0,0.1,8.9,1.6,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,23.3,14.7,11.9,24.5,20.5,22.9,23.6,16.6,15.6,93.6,57.4,88.5,97.7,56.6,97.7,87.3,66.4,91.4,85.6,20.3,22.9,16.6,21.4,26.8,19.0,Summer
1.5,1.2,0.3,9.7,0.6,1.3,0.8,0.5,1.8,1.3,5.3,2.9,0.9,13.4,1.1,1.9,1.6,1.1,6.5,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,1028.3,1029.2,1028.7,1028.1,1030.3,862.1,988.8,844.7,837.7,977.8,957.2,990.9,969.6,932.8,841.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,1.9,-0.8,0.2,-0.3,-1.5,3.7,-3.4,6.8,-0.2,73.7,83.9,46.3,51.7,92.8,85.3,86.4,90.9,33.1,44.2,-2.3,-1.7,4.6,4.1,0.1,5.0,Winter
6.6,1.0,5.2,8.7,2.8,3.1,1.0,4.1,2.0,5.4,10.9,3.0,7.3,12.8,6.2,6.4,2.0,7.3,3.6,8.7,609.0,550.0,601.0,298.0,578.0,544.0,570.0,594.0,542.0,617.0,1022.5,1022.3,1022.7,1023.5,1020.9,863.7,985.7,846.7,839.7,975.0,956.2,988.6,965.9,934.4,842.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,8.0,60.0,60.0,60.0,60.0,54.0,60.0,17.7,20.4,17.2,10.4,21.0,18.0,20.8,21.1,14.1,16.8,38.1,59.6,33.6,83.7,61.9,68.5,63.4,47.8,86.4,33.5,18.1,19.4,13.3,15.9,13.5,13.0,Autumn
6.1,4.4,2.9,6.3,1.5,2.2,0.7,2.3,0.7,1.1,12.7,9.0,4.7,10.3,3.2,5.1,1.4,3.9,1.7,2.5,464.0,363.0,479.0,325.0,186.0,410.0,446.0,440.0,259.0,484.0,1025.3,1026.9,1026.7,1029.9,1025.9,865.9,987.2,849.1,840.2,977.4,957.8,993.9,969.4,935.6,844.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,13.0,0.0,60.0,60.0,60.0,0.0,60.0,13.7,11.3,12.6,11.9,9.5,8.9,13.6,15.1,6.2,14.0,32.9,71.4,28.3,39.8,84.1,83.7,72.6,44.0,100.0,23.8,6.5,8.7,5.7,9.8,12.9,12.0,Autumn
1.2,1.5,1.4,8.1,1.2,0.9,1.6,0.9,0.9,1.4,2.8,2.7,2.2,8.8,1.9,2.3,2.8,2.2,2.0,2.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1032.5,1031.8,1033.8,1034.0,1034.6,869.4,993.5,852.9,843.4,982.3,963.3,997.4,975.3,940.0,848.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,6.2,0.0,7.0,10.6,4.6,10.0,4.3,5.9,2.2,74.7,96.1,90.2,63.6,89.7,96.0,93.5,92.6,94.0,49.1,4.5,9.5,10.3,6.3,4.7,0.0,Autumn
0.7,0.4,0.8,6.6,0.7,0.3,0.5,0.3,0.6,1.0,1.6,1.1,1.8,8.9,1.4,0.9,1.3,0.8,1.5,1.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,1020.6,1019.8,1020.6,1017.6,1019.9,857.9,982.5,841.4,832.7,970.1,951.7,982.1,962.4,929.3,836.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.1,2.1,3.4,7.7,6.4,14.6,8.9,8.7,2.5,95.5,90.8,93.5,100.0,95.4,99.1,91.2,89.7,97.7,88.8,4.8,8.8,13.7,5.0,9.6,4.0,Autumn
1.8,3.5,3.4,11.7,4.6,2.5,3.4,5.5,3.9,1.6,5.8,8.1,6.0,16.8,8.8,5.0,5.6,10.7,7.9,4.3,0.0,2.0,0.0,3.0,5.0,4.0,2.0,2.0,0.0,5.0,1022.2,1018.6,1019.6,1018.9,1017.2,855.9,983.6,838.4,829.4,969.2,950.7,982.9,959.8,929.8,832.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3,6.6,-1.5,-3.6,7.8,6.9,10.6,8.2,3.1,-0.1,86.6,51.4,63.8,68.5,39.6,47.3,48.5,50.7,63.2,47.3,6.6,4.2,1.2,6.4,5.2,19.0,Spring
