reference_timestamp,Id,fkl010h0_ANT,fkl010h0_BAS,fkl010h0_DAV,fkl010h0_DOL,fkl010h0_GVE,fkl010h0_INT,fkl010h0_LUG,fkl010h0_SIO,fkl010h0_STG,fkl010h0_ZER,fkl010h3_ANT,fkl010h3_BAS,fkl010h3_DAV,fkl010h3_DOL,fkl010h3_GVE,fkl010h3_INT,fkl010h3_LUG,fkl010h3_SIO,fkl010h3_STG,fkl010h3_ZER,gre000h0_ANT,gre000h0_BAS,gre000h0_DAV,gre000h0_DOL,gre000h0_GVE,gre000h0_INT,gre000h0_LUG,gre000h0_SIO,gre000h0_STG,gre000h0_ZER,prestah0_ANT,prestah0_BAS,prestah0_DAV,prestah0_DOL,prestah0_GVE,prestah0_INT,prestah0_LUG,prestah0_SIO,prestah0_STG,prestah0_ZER,rre150h0_ANT,rre150h0_BAS,rre150h0_DAV,rre150h0_DOL,rre150h0_GVE,rre150h0_INT,rre150h0_LUG,rre150h0_SIO,rre150h0_STG,rre150h0_ZER,tre200h0_ANT,tre200h0_BAS,tre200h0_DAV,tre200h0_DOL,tre200h0_GVE,tre200h0_INT,tre200h0_LUG,tre200h0_SIO,tre200h0_STG,tre200h0_ZER,ure200h0_ANT,ure200h0_BAS,ure200h0_DAV,ure200h0_DOL,ure200h0_GVE,ure200h0_INT,ure200h0_LUG,ure200h0_SIO,ure200h0_STG,ure200h0_ZER,tre200h0_lag,tre200h0,target_tre200h0_plus12h,target_tre200h0_plus24h,target_tre200h0_plus48h
2014-03-01 22:00:00,4562,1.5,1.7,1.9,7.5,0.9,1.5,0.5,0.9,1.1,0.8,3.2,3.6,4.6,10.9,2.4,3.0,1.5,1.8,3.7,1.5,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,856.6,979.1,840.4,831.0,969.7,950.2,985.7,963.9,926.5,835.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-0.3,9.0,-0.8,1.4,6.6,4.2,4.8,3.3,6.7,-0.6,77.6,80.4,75.1,97.4,95.4,81.4,93.9,94.6,62.8,69.9,2.4,3.9,2.1,1.2,0.7
2014-03-02 14:00:00,4564,10.9,4.1,3.1,8.3,1.8,3.0,0.7,1.1,1.4,1.6,15.7,8.8,5.9,11.6,3.6,5.1,1.6,2.8,2.6,9.2,116.0,273.0,322.0,222.0,346.0,198.0,41.0,327.0,103.0,83.0,847.8,970.0,830.4,820.4,958.9,940.1,977.7,950.2,917.3,826.5,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,3.0,6.1,4.4,0.6,6.3,4.1,6.6,10.9,0.7,1.3,70.6,68.7,76.1,67.2,64.0,74.0,96.3,50.2,92.1,75.9,5.4,3.4,0.4,5.2,14.2
2014-03-02 23:00:00,4565,6.0,2.4,0.3,8.3,1.2,1.0,0.7,0.9,0.8,1.7,8.7,5.2,1.2,11.0,1.8,2.6,1.7,2.0,1.8,4.5,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,848.6,972.9,831.7,822.3,962.1,942.5,978.4,953.2,919.5,827.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.3,3.0,-1.6,-2.4,3.6,1.0,5.9,3.3,0.1,-0.1,86.7,80.9,95.3,95.0,86.2,91.1,97.2,85.8,99.4,87.8,3.0,1.1,4.7,0.2,9.5
2014-03-03 15:00:00,4566,6.6,1.8,6.6,6.1,3.8,1.4,0.8,1.1,3.3,3.6,12.4,3.0,9.7,10.0,6.4,2.8,2.0,3.6,6.1,6.7,139.0,110.0,137.0,188.0,167.0,77.0,31.0,87.0,39.0,86.0,834.5,958.0,816.9,810.0,947.8,929.5,959.7,939.5,906.4,812.7,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.4,-2.3,7.7,-0.1,-3.9,7.0,3.5,7.1,6.2,3.2,-2.7,88.9,54.2,81.4,92.9,66.8,86.9,90.7,69.8,75.3,93.5,3.3,5.2,9.7,13.8,7.1
2014-03-03 18:00:00,4568,1.3,1.8,6.0,5.6,1.1,0.6,0.4,1.2,3.7,3.4,3.4,4.8,7.5,8.9,1.9,2.2,1.5,2.0,7.3,5.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,835.5,958.1,817.9,809.9,947.3,929.3,960.3,940.1,907.1,813.8,0.2,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.2,-3.0,6.3,-2.9,-4.5,5.2,2.4,6.4,5.2,1.4,-3.6,91.3,61.7,94.3,81.1,71.5,89.6,95.6,75.5,81.3,93.1,1.9,3.6,10.4,12.2,5.6
2014-03-04 01:00:00,4569,4.4,2.9,2.0,7.6,1.2,1.9,0.3,1.3,1.0,2.9,9.5,5.1,4.2,10.6,2.5,5.0,1.0,2.7,1.9,2.8,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,850.9,967.8,834.5,823.8,957.6,939.6,977.4,951.9,917.4,828.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,12.3,2.0,7.3,10.9,11.3,11.3,13.4,12.5,5.0,60.6,62.5,71.4,59.2,80.6,59.9,83.9,50.2,38.6,62.6,0.8,9.7,14.6,8.8,10.6
2014-03-04 15:00:00,4570,6.3,0.7,1.6,5.3,0.8,1.7,0.8,1.4,4.2,1.9,9.7,2.4,2.9,7.8,1.7,5.0,2.1,5.5,6.9,8.3,188.0,82.0,191.0,76.0,58.0,137.0,135.0,142.0,87.0,174.0,849.6,967.0,832.4,822.4,956.1,937.7,974.8,949.0,916.1,827.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,17.4,9.7,7.8,14.4,15.3,14.3,18.1,15.9,8.6,60.7,45.7,42.4,46.5,61.0,53.4,71.6,37.9,31.5,44.2,5.2,13.8,8.9,7.1,19.8
2014-03-05 11:00:00,4573,7.5,2.8,5.1,5.1,7.9,2.9,6.5,9.9,2.9,1.7,12.8,6.8,7.9,10.2,13.1,8.0,14.2,14.7,6.6,3.8,415.0,87.0,389.0,225.0,661.0,156.0,906.0,622.0,89.0,320.0,854.4,982.1,836.9,830.4,968.1,949.4,972.4,955.9,928.7,831.1,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.3,0.0,2.8,7.8,4.5,1.7,12.5,9.0,22.1,15.5,3.7,6.6,97.2,88.6,75.2,98.2,65.6,86.2,31.4,52.5,96.7,68.4,13.7,8.4,4.7,18.2,19.8
2014-03-05 12:00:00,4574,7.2,3.1,4.8,6.0,9.3,2.8,6.6,10.1,2.8,3.2,13.4,8.8,7.4,10.7,13.9,7.3,13.6,14.9,5.3,6.5,410.0,74.0,457.0,203.0,902.0,70.0,924.0,617.0,91.0,309.0,854.6,982.4,837.1,830.5,968.0,949.7,972.3,955.8,929.0,831.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.6,8.2,4.7,2.2,13.0,8.8,22.5,15.9,3.7,5.9,96.9,85.6,74.9,93.6,64.1,83.7,30.4,49.9,96.0,79.7,14.3,8.6,11.1,19.1,21.5
2014-03-06 00:00:00,4575,0.6,0.8,0.3,6.4,0.9,0.3,1.2,1.1,0.7,0.9,1.1,2.4,2.1,7.9,2.3,1.1,2.9,2.3,1.1,2.5,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,857.8,979.9,840.9,833.1,968.7,950.8,980.1,959.9,927.8,835.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,13.0,5.0,5.0,13.4,11.6,14.6,15.3,10.7,7.2,92.9,79.5,89.5,89.8,74.7,92.4,72.1,60.9,81.1,80.0,8.9,11.1,19.1,13.3,16.4
2014-03-06 03:00:00,4576,2.0,1.0,0.5,2.9,0.7,1.3,1.1,0.4,1.1,0.3,4.0,2.7,1.0,5.9,1.6,3.1,2.5,1.3,1.5,0.9,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,856.4,979.1,839.8,832.5,968.1,949.4,979.6,959.7,927.0,835.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,11.6,4.7,5.4,11.5,10.8,15.0,12.8,9.8,6.3,92.1,82.3,89.5,81.0,83.1,93.8,75.6,79.6,83.8,85.9,8.9,9.2,19.8,11.4,15.4
2014-03-06 11:00:00,4577,7.4,1.7,3.2,2.2,2.9,4.0,4.1,5.6,1.3,5.6,11.5,4.9,6.5,4.3,5.0,7.0,7.2,9.2,3.5,8.2,885.0,984.0,419.0,324.0,862.0,700.0,758.0,1077.0,423.0,635.0,855.5,978.0,838.9,832.7,967.4,948.1,978.6,957.2,926.2,833.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.5,11.4,8.3,19.5,18.7,19.8,22.9,15.5,13.1,56.2,43.9,49.3,79.1,46.1,51.3,66.6,34.5,62.5,45.4,8.4,18.2,10.7,19.8,17.6
2014-03-07 05:00:00,4578,1.1,2.5,1.5,2.6,1.3,0.9,1.7,1.1,0.6,1.1,2.4,6.6,2.4,3.3,2.7,2.0,3.3,2.3,1.4,1.9,144.0,161.0,146.0,181.0,60.0,47.0,57.0,157.0,156.0,18.0,865.7,987.1,849.4,840.9,976.8,958.0,989.2,969.8,935.3,844.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,14.7,4.3,11.0,16.0,12.0,13.4,13.0,12.4,4.5,93.7,88.3,94.3,59.3,86.9,93.1,82.1,86.0,80.9,89.4,10.3,12.3,24.4,15.6,12.0
2014-03-07 20:00:00,4580,6.6,1.1,1.1,3.0,0.5,1.4,1.1,1.3,1.9,1.0,12.3,2.5,2.1,3.8,1.4,2.9,2.2,3.3,3.7,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,865.3,983.2,848.8,840.1,972.4,954.7,988.8,964.6,933.2,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,21.3,11.0,13.9,19.7,17.9,20.7,21.1,18.4,13.1,68.2,53.6,69.9,64.8,71.0,78.1,67.2,59.9,54.2,58.7,14.5,16.5,17.3,17.2,14.0
2014-03-08 03:00:00,4581,1.1,0.7,1.4,4.0,0.4,0.5,1.0,0.8,2.1,0.7,3.5,1.7,3.2,5.7,1.1,2.0,1.8,1.5,4.6,1.9,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,855.2,974.0,838.9,830.6,964.3,945.5,977.8,956.3,923.3,834.1,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,11.0,17.2,9.0,9.1,16.6,15.1,16.7,16.0,15.1,9.9,85.2,92.4,96.8,97.1,93.4,96.9,97.5,95.8,86.9,93.2,11.4,15.4,20.7,11.5,9.2
2014-03-08 05:00:00,4582,1.4,0.8,1.2,5.1,0.6,0.2,0.6,1.2,0.5,0.7,4.6,2.3,2.0,7.2,1.3,1.8,1.7,2.3,1.4,1.8,38.0,39.0,45.0,9.0,9.0,84.0,24.0,32.0,62.0,40.0,855.0,974.8,839.2,831.0,964.9,946.1,977.8,956.8,923.7,834.2,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.1,11.1,17.4,8.9,9.3,16.8,15.6,17.0,16.4,15.1,10.0,83.2,91.5,94.2,95.6,91.3,96.5,96.8,94.0,89.7,93.3,12.3,15.6,20.2,12.0,9.2
2014-03-09 09:00:00,4585,3.2,1.0,2.6,14.8,5.5,2.1,1.2,0.9,3.7,1.3,6.8,2.0,5.2,19.5,9.0,5.0,3.0,2.5,6.7,2.9,650.0,143.0,258.0,352.0,489.0,625.0,626.0,666.0,527.0,705.0,856.9,980.9,841.3,831.5,968.2,949.6,980.5,959.3,928.5,835.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,14.8,8.9,6.9,16.6,15.8,18.8,17.3,13.0,11.6,54.2,84.6,71.6,97.2,68.9,66.4,63.2,55.1,81.6,52.4,18.3,14.3,13.7,14.6,9.9
2014-03-10 07:00:00,4587,0.8,0.9,0.4,3.8,0.4,1.0,0.3,1.7,1.4,1.0,1.9,2.4,1.6,4.5,1.4,2.1,1.1,2.9,2.2,1.6,52.0,56.0,267.0,235.0,93.0,56.0,105.0,223.0,37.0,104.0,864.5,987.7,847.8,839.8,976.4,957.5,989.0,968.6,935.4,843.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.7,6.6,8.7,13.9,10.9,16.3,13.0,10.6,5.2,95.3,89.6,87.1,73.5,86.6,89.6,86.0,80.1,100.0,78.9,12.8,11.0,12.7,3.9,2.4
2014-03-10 12:00:00,4588,7.8,1.6,4.4,2.5,2.3,2.5,3.1,3.2,1.3,4.0,11.7,3.8,9.2,5.3,4.9,5.7,5.5,6.8,2.7,6.7,645.0,410.0,646.0,799.0,567.0,528.0,613.0,611.0,83.0,651.0,862.4,986.2,845.9,839.2,974.5,955.4,986.8,964.9,934.5,841.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.3,14.8,12.8,18.7,18.4,20.8,21.0,11.0,15.4,58.7,68.5,45.7,79.6,61.3,65.0,66.2,53.9,99.0,44.0,16.2,18.2,4.6,12.2,3.5
2014-03-11 12:00:00,4590,8.4,1.1,4.9,17.1,0.9,1.4,1.1,1.1,2.1,9.4,14.9,3.5,10.3,29.9,2.5,5.0,2.8,3.7,5.3,14.8,116.0,68.0,171.0,30.0,55.0,449.0,172.0,451.0,439.0,628.0,854.0,971.3,836.8,825.6,960.8,941.4,982.0,953.6,919.2,831.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.6,12.6,9.2,5.7,11.4,15.6,12.9,18.6,14.5,12.5,60.7,77.6,46.5,71.1,79.1,48.6,86.0,35.2,49.6,31.5,18.2,12.2,2.6,3.5,14.3
2014-03-11 15:00:00,4591,9.3,2.6,3.8,16.6,1.0,1.5,1.2,4.7,5.5,11.5,19.8,6.0,7.2,26.5,3.3,3.5,2.9,10.0,13.3,19.5,23.0,31.0,88.0,29.0,14.0,64.0,14.0,125.0,79.0,47.0,851.9,968.1,835.2,823.1,957.7,939.3,980.1,951.3,917.1,829.5,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,6.7,12.3,8.4,5.6,11.2,12.4,12.4,17.9,15.0,9.6,63.0,77.1,45.1,78.7,88.6,65.5,87.7,36.0,35.4,42.3,18.3,11.8,2.4,3.3,15.8
2014-03-11 19:00:00,4592,11.1,3.0,5.1,15.6,1.1,1.7,5.5,1.4,4.7,11.5,20.6,6.3,12.2,22.0,1.9,3.9,10.5,2.8,10.6,18.8,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,849.5,964.9,832.9,820.5,954.8,936.6,979.1,950.4,914.3,828.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,11.9,9.1,6.4,10.7,8.2,14.1,12.4,15.6,9.3,71.4,74.9,43.3,70.3,91.2,74.3,74.8,51.8,33.4,37.7,12.7,8.7,2.4,3.2,7.4
2014-03-12 02:00:00,4593,0.4,1.8,0.4,4.1,2.3,0.7,0.5,0.7,0.1,0.7,1.0,3.8,1.6,7.0,5.6,2.6,2.2,1.1,1.3,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,848.1,975.6,831.3,822.9,962.5,943.3,973.7,953.9,921.1,826.7,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,-1.1,2.0,-0.7,-2.6,5.2,4.1,10.0,5.3,0.9,-0.7,94.5,94.6,96.3,98.3,84.8,90.6,94.3,91.8,98.7,88.8,3.8,2.5,3.4,1.7,3.0
2014-03-12 03:00:00,4594,0.4,1.6,1.0,3.3,1.7,0.5,1.2,0.4,0.8,0.5,1.6,3.3,1.6,6.1,4.6,2.0,3.2,0.8,1.2,1.3,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,848.1,975.9,831.5,823.0,962.7,943.4,973.8,953.9,921.2,826.8,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-1.2,1.9,-0.8,-1.8,5.1,4.0,10.0,5.2,0.9,-1.1,95.4,95.8,96.1,94.4,84.0,92.2,95.6,92.9,100.0,90.9,3.5,2.4,3.3,1.0,1.9
2014-03-12 14:00:00,4595,0.5,1.4,1.3,3.1,3.6,1.9,0.9,1.8,1.8,1.9,1.4,2.7,2.4,3.9,6.4,3.4,3.2,3.3,4.2,3.3,71.0,10.0,152.0,211.0,25.0,44.0,60.0,44.0,6.0,116.0,849.9,977.4,833.3,824.7,963.9,944.7,975.4,955.4,923.2,828.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.9,2.7,2.1,6.3,6.3,11.8,7.5,1.6,4.5,93.3,95.9,86.6,92.5,76.2,76.6,85.6,80.1,99.0,47.6,12.8,3.4,1.7,15.8,16.1
2014-03-13 07:00:00,4596,0.8,1.6,0.7,3.7,0.7,0.5,0.5,2.2,0.2,1.2,2.4,3.1,1.0,4.8,1.4,1.7,1.4,3.7,0.7,1.7,36.0,137.0,252.0,210.0,141.0,30.0,198.0,189.0,186.0,24.0,866.0,991.1,849.0,840.9,980.4,961.1,993.4,972.9,937.5,844.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.2,4.4,-0.7,5.0,3.3,2.0,7.5,3.8,6.6,-0.6,71.2,78.4,58.9,60.0,85.9,77.7,71.6,70.7,65.8,50.7,2.4,2.0,7.4,2.6,4.3
2014-03-13 19:00:00,4597,0.9,2.4,0.3,5.8,0.4,1.2,2.0,0.8,1.3,0.8,2.6,3.7,0.8,8.7,0.7,3.9,4.2,1.7,2.2,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,865.7,989.0,848.4,840.2,977.6,958.8,990.7,969.4,936.2,843.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7,10.3,2.0,4.1,8.1,8.2,13.3,9.6,9.5,3.1,77.5,61.8,58.3,79.4,72.7,64.5,53.7,54.4,63.4,55.0,3.2,7.4,2.6,8.2,7.3
2014-03-14 00:00:00,4599,0.6,0.5,0.2,4.8,0.7,0.4,0.5,1.1,1.3,1.2,1.4,1.2,1.0,6.0,1.9,1.3,0.9,2.2,2.6,2.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,865.0,989.5,848.3,840.2,978.4,959.5,991.5,971.2,936.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.1,6.2,-0.9,3.5,4.6,4.4,8.6,5.0,7.9,0.2,80.4,74.6,68.5,76.0,85.6,75.9,79.3,72.1,68.4,59.8,3.1,4.2,14.3,4.7,5.1
2014-03-14 05:00:00,4600,0.6,1.7,0.6,6.4,0.6,0.3,0.9,0.6,1.0,1.1,1.7,3.5,1.1,7.8,1.3,1.3,2.2,1.9,1.4,1.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,864.4,988.8,847.0,838.5,977.5,958.5,990.2,970.3,935.4,842.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.2,4.4,-2.4,2.6,2.4,2.3,7.2,2.3,7.1,-0.5,85.5,80.6,72.7,76.0,89.3,81.8,74.1,80.0,69.9,58.2,0.9,1.3,12.8,3.1,5.1
2014-03-15 19:00:00,4602,7.6,2.6,4.8,10.0,4.7,5.4,4.4,9.6,3.1,0.6,19.7,6.7,9.0,14.1,7.2,10.4,9.2,14.5,6.5,2.2,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,3.0,859.7,989.0,842.8,837.3,977.1,957.2,977.5,965.3,933.6,836.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,7.7,1.3,-1.9,8.9,9.2,18.2,11.4,4.5,3.8,86.0,78.0,88.6,100.0,66.2,61.3,29.3,56.5,89.5,63.8,8.2,7.3,6.1,9.2,9.6
2014-03-15 22:00:00,4604,8.1,2.5,3.7,9.5,4.6,4.3,5.4,6.4,4.2,0.5,17.7,5.4,6.9,13.9,6.8,7.2,13.2,10.3,7.3,1.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,860.6,989.1,843.5,837.4,977.5,958.0,978.4,966.3,934.4,837.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.7,0.4,-1.8,8.2,8.2,17.6,9.2,4.7,2.0,88.9,78.8,88.4,100.0,67.4,63.7,29.2,63.4,85.2,73.9,6.1,6.1,10.3,6.4,6.6
2014-03-16 11:00:00,4605,5.9,3.4,0.8,3.7,1.5,3.9,2.2,3.9,3.9,1.8,11.8,8.1,1.8,6.6,3.5,6.0,8.4,9.2,8.6,5.1,830.0,672.0,240.0,766.0,702.0,578.0,706.0,721.0,192.0,770.0,861.6,987.2,844.9,838.9,977.1,957.4,980.2,966.8,933.4,839.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,15.0,2.6,5.0,12.8,11.3,19.0,16.0,9.1,5.8,77.1,52.3,90.8,77.2,48.4,59.1,39.6,42.9,66.0,63.9,11.9,12.4,5.8,15.4,15.8
2014-03-16 16:00:00,4606,2.7,2.9,2.7,6.7,2.3,4.3,6.2,8.2,4.4,0.8,13.3,7.0,5.8,8.8,3.2,7.6,14.3,13.4,8.9,3.1,138.0,200.0,122.0,261.0,225.0,138.0,199.0,222.0,180.0,23.0,861.2,985.1,844.5,838.2,974.7,955.1,979.4,964.6,931.8,838.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.7,5.5,5.6,16.1,16.4,23.8,17.3,12.9,9.0,67.8,43.1,73.7,75.4,46.4,48.7,17.5,41.0,56.1,40.8,8.8,15.8,2.7,18.8,18.4
2014-03-16 19:00:00,4607,1.7,1.6,0.5,6.5,0.9,2.0,3.0,0.7,3.9,1.2,4.1,2.7,1.2,9.1,2.1,6.2,7.2,1.8,9.7,2.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,862.7,985.8,845.8,839.1,975.7,956.7,982.0,967.1,932.5,840.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.7,1.6,6.9,9.2,10.8,19.6,11.1,11.4,4.9,80.0,60.7,89.1,40.4,74.2,63.4,27.0,61.1,60.8,55.4,7.3,9.2,5.2,9.6,15.0
2014-03-17 02:00:00,4608,2.6,1.4,0.4,1.9,0.7,0.5,1.1,0.7,3.2,1.2,5.6,4.0,1.0,4.4,1.4,2.1,3.5,1.9,7.4,2.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,861.6,986.1,845.0,838.0,975.4,956.5,981.8,967.5,932.8,840.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,8.0,-0.4,6.8,4.3,3.9,11.9,5.2,8.5,0.8,77.2,72.7,83.5,22.1,86.4,87.4,54.1,77.9,66.3,62.7,4.9,3.7,18.7,3.8,9.1
2014-03-17 10:00:00,4609,0.5,0.9,1.0,1.4,1.5,1.2,1.1,1.7,1.3,1.2,1.7,2.3,2.9,3.5,4.3,2.3,2.9,3.6,3.0,3.5,736.0,644.0,699.0,722.0,673.0,638.0,692.0,686.0,660.0,750.0,862.0,985.4,844.9,837.9,974.6,955.0,982.4,966.3,932.6,840.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,14.5,9.6,10.1,13.0,13.2,15.3,14.6,11.8,6.6,63.5,56.3,29.1,30.3,52.7,59.4,41.5,48.0,61.0,38.4,10.3,13.4,6.6,14.2,10.9
2014-03-17 14:00:00,4610,0.5,2.1,1.9,3.6,1.5,2.0,1.4,3.6,1.9,2.3,1.2,5.1,3.8,5.8,4.3,5.7,2.7,6.2,4.6,3.7,594.0,532.0,564.0,622.0,572.0,555.0,553.0,564.0,531.0,582.0,860.8,982.7,843.9,837.1,972.1,952.8,980.5,962.9,930.5,839.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.6,11.8,10.9,17.9,19.2,20.6,20.6,15.8,11.8,52.7,28.2,20.9,29.0,38.3,29.5,31.2,27.3,44.6,27.7,15.8,18.7,3.8,19.1,13.9
2014-03-18 18:00:00,4611,1.4,2.5,0.4,11.2,3.6,1.3,1.7,4.3,2.5,1.0,3.3,5.2,1.2,14.5,7.0,3.9,5.3,8.1,5.1,2.7,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,857.8,979.7,840.5,834.6,970.3,949.7,981.6,960.1,926.9,836.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,17.1,6.0,4.6,17.0,13.8,15.2,17.9,13.3,6.3,66.2,34.3,46.1,69.1,32.3,49.2,67.7,34.4,38.9,54.3,10.7,16.0,8.0,10.9,12.4
2014-03-18 22:00:00,4612,1.4,4.7,0.5,12.5,1.4,2.6,0.5,4.3,4.1,1.2,6.8,10.6,1.3,16.0,4.5,8.8,1.8,7.9,9.1,3.6,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,858.8,985.0,841.7,836.1,974.4,953.1,982.6,963.2,929.3,837.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,11.7,2.8,1.4,12.0,13.9,12.8,16.4,11.9,5.0,72.9,63.0,68.5,100.0,54.9,44.6,80.4,39.8,50.5,59.2,6.6,12.3,10.9,5.9,8.3
2014-03-18 23:00:00,4613,2.6,4.6,2.1,9.7,1.6,5.0,0.9,7.4,7.1,1.1,6.6,10.1,7.1,14.5,3.1,11.4,2.2,12.1,15.0,3.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,859.0,985.5,841.9,836.9,975.3,953.8,982.6,964.0,930.1,837.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,10.5,3.8,1.1,9.7,13.6,11.7,15.1,11.0,5.3,67.0,66.0,66.1,100.0,65.5,45.2,85.0,42.6,50.6,56.7,5.5,11.3,12.2,5.2,6.4
2014-03-19 02:00:00,4615,8.1,3.8,1.8,6.8,0.8,4.9,0.4,7.5,6.2,1.2,13.1,7.5,6.2,9.7,2.0,11.7,2.1,14.1,11.9,3.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,859.4,987.1,842.1,837.0,976.2,955.7,982.1,965.0,932.3,837.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,9.9,3.0,-0.8,6.9,11.2,10.0,11.6,7.4,3.3,85.1,64.8,72.5,100.0,78.6,60.4,92.1,58.0,68.4,65.2,3.8,9.1,13.9,2.8,4.4
