"fkl010h0_ANT","fkl010h0_BAS","fkl010h0_DAV","fkl010h0_DOL","fkl010h0_GVE","fkl010h0_INT","fkl010h0_LUG","fkl010h0_SIO","fkl010h0_STG","fkl010h0_ZER","fkl010h3_ANT","fkl010h3_BAS","fkl010h3_DAV","fkl010h3_DOL","fkl010h3_GVE","fkl010h3_INT","fkl010h3_LUG","fkl010h3_SIO","fkl010h3_STG","fkl010h3_ZER","gre000h0_ANT","gre000h0_BAS","gre000h0_DAV","gre000h0_DOL","gre000h0_GVE","gre000h0_INT","gre000h0_LUG","gre000h0_SIO","gre000h0_STG","gre000h0_ZER","pp0qffh0_BAS","pp0qffh0_GVE","pp0qffh0_INT","pp0qffh0_LUG","pp0qffh0_SIO","prestah0_ANT","prestah0_BAS","prestah0_DAV","prestah0_DOL","prestah0_GVE","prestah0_INT","prestah0_LUG","prestah0_SIO","prestah0_STG","prestah0_ZER","rre150h0_ANT","rre150h0_BAS","rre150h0_DAV","rre150h0_DOL","rre150h0_GVE","rre150h0_INT","rre150h0_LUG","rre150h0_SIO","rre150h0_STG","rre150h0_ZER","sre000h0_ANT","sre000h0_BAS","sre000h0_DAV","sre000h0_DOL","sre000h0_GVE","sre000h0_INT","sre000h0_LUG","sre000h0_SIO","sre000h0_STG","sre000h0_ZER","tre200h0_ANT","tre200h0_BAS","tre200h0_DAV","tre200h0_DOL","tre200h0_GVE","tre200h0_INT","tre200h0_LUG","tre200h0_SIO","tre200h0_STG","tre200h0_ZER","ure200h0_ANT","ure200h0_BAS","ure200h0_DAV","ure200h0_DOL","ure200h0_GVE","ure200h0_INT","ure200h0_LUG","ure200h0_SIO","ure200h0_STG","ure200h0_ZER","tre200h0","tre200h0_lag24h","target_tre200h0_plus12h","target_tre200h0_plus24h","target_tre200h0_plus48h","hour","season"
6.8,1.6,4.5,7.4,2.5,2.2,1.9,4.7,2.2,5.7,14.6,3.7,7,12.3,4.7,5.9,5.5,10.2,4,10.2,213,489,461,314,355,63,718,106,124,303,1011,1011.7,1012.3,1001.6,1008.9,850.3,973.9,832.8,828,963.7,944.9,967.4,953.4,922,827.2,0.2,0,0,0,0,1.5,0,0,1,0,0,23,15,0,7,0,56,0,0,5,5.5,15.1,7.5,4.8,15.2,10.6,20.6,15.5,7.9,10.8,85.1,65.4,76.6,98.1,65.3,100,60.2,59.4,93.6,45.7,12,12.5,6.6,12.2,11.4,14,"Spring"
1,2.3,1.2,7.5,0.8,0.7,0.9,2,2,1,2.6,6,2,10.6,1.8,1.7,1.9,3.7,4.7,2.5,0,0,0,0,0,2,0,0,0,2,1017.6,1018.5,1019.7,1021.5,1020.2,861.1,980.3,845.4,835.1,969.9,951.7,985.9,963.2,929.7,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,15,4.4,9.8,12.7,10.7,14.8,11.5,13.3,6.4,89.9,83.5,93.6,73.3,92.9,96.3,92.5,85.3,63,84.2,11.4,13.6,10.7,15.5,8.9,21,"Autumn"
7,2.1,4,2.5,1.9,4.8,2,7.1,2,5.5,10.9,5.2,7.5,6.4,4.6,7.8,4.9,10.7,4.6,9,965,920,979,777,927,909,899,936,941,997,1016.9,1015.9,1015,1017.5,1013,861.5,981.3,845,839.3,970.1,951.2,983.4,960,930.9,839.8,0,0,0,0,0,0,0,0,0,0,60,60,60,42,60,60,60,60,60,60,20.7,28.6,22.7,19,28.4,27.4,26.2,30,24,23.6,49.5,34,19.6,60.5,36.7,39.7,53.1,41.2,38,35.7,27.3,25.2,15.3,28.4,28.7,13,"Summer"
5.7,2.7,7.2,11.8,7.5,4,1.4,8.7,1.9,3.5,10.7,6.4,9.7,16.5,12.8,9.7,4.3,14.7,3.6,7.4,0,0,0,0,0,1,0,0,0,1,1023.6,1019.7,1021.1,1012,1015.4,854.3,984.3,836.4,828.3,969.7,950.9,976.3,957.8,929,830.3,0.2,0.8,0,0,0,0.2,0,0,1.3,0.6,0,0,0,0,0,0,0,0,0,0,-2,2.4,-1.9,-4,5.1,1.9,11.2,7.1,-0.7,1,93.4,98.3,94.6,99.1,72.6,92.4,73.9,66.5,100,95.7,1.3,10.8,0.3,1.4,3.4,20,"Spring"
0.9,0.4,1.1,2,0.7,0.9,0.8,0.8,0.9,0.7,1.9,1.2,2.6,3.1,1.5,2.1,1.9,1.5,2.4,2.2,0,0,0,0,1,4,0,0,0,2,1016.9,1016.9,1017.1,1016.1,1016.8,859.8,979.9,843.9,835.8,969.2,950.6,981.3,961.3,928.7,839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,16.8,11.2,11.1,18,15.9,19.8,18,16,11.2,94,96.6,95,96.4,94.2,98.1,89,94.5,96.8,94.1,16.8,19,22.6,17,18.1,1,"Summer"
1.1,0.6,2.4,12.6,2.9,1,2,1.4,1.2,1.1,2.8,1.4,3.4,15.6,5.6,2,3.2,2.7,2.8,2.2,0,0,0,0,0,2,0,0,0,1,1015.8,1016.9,1017.6,1018.8,1018.2,854.4,977.6,838.1,829.7,968.1,948.2,982.6,960.4,925.1,833.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,8,-1.1,-0.4,10.5,4.5,9,6.7,4.6,-0.1,69.5,58,66.3,73.3,42.9,67.8,44.3,54.5,55.5,59.8,5.8,0.2,4.6,3.8,5.9,20,"Spring"
4.9,1,3.2,5.6,1.5,3,0.9,1.4,1.6,8.8,12.9,4.5,8.3,9.1,3.8,8.6,1.8,2.7,3.6,15.4,808,695,441,752,659,717,692,720,758,699,1014.4,1013.8,1013.3,1019.3,1012.9,863.1,978.4,846.8,837,967.7,949,985.1,959.8,928.1,842.1,0,0,0,0,0,0,0,0,0,0,60,44,25,58,53,57,60,60,60,59,23,24.8,24.3,20.2,25.7,24.5,25.6,29.9,22.5,25.2,47,73,26.1,51.6,63.5,57.8,70.2,38.3,70.8,26.1,25.8,22.5,21,24.7,27.6,9,"Summer"
4.9,0.8,1.7,7.6,0.7,0.7,1.4,0.7,1.4,1,12.7,1.3,2.4,9.7,1.1,2,2.8,1.8,2.3,1.6,0,0,0,0,0,1,0,0,0,3,1014.5,1015.1,1015.6,1018.2,1016.1,855.7,976.6,839.4,830.5,966.2,947.1,982.4,958.7,924.8,834.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,9.7,2.8,6.9,9.9,6.9,11.9,7.8,9.3,4.8,51.3,84.6,58.3,61.2,76.2,81.3,71.6,60.4,74.6,43.8,7.4,12.3,5.9,9.4,5.4,18,"Autumn"
1.5,0.7,3.2,3.6,3.2,2.6,0.9,4.1,1.3,0.5,3.1,1.8,5.3,5.8,5.5,4.2,3,8.6,3.4,1.3,0,0,0,0,0,4,0,0,0,3,1025.7,1024.9,1024.7,1023.3,1022.7,859.3,986.7,842,833.3,974.4,955.1,987.1,964.6,932.6,836.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,4.9,-2.9,-1.4,4.4,4.9,10.1,6.6,2.6,-0.7,93.5,61.5,90.9,84,68.2,92.2,55.9,64.2,73.8,58.4,3.6,4.8,-1.5,2.1,3.2,19,"Spring"
3,4.2,4.3,4.7,4.6,3.1,6.3,4.9,3.1,4.2,8.7,8.9,7.4,9,8.3,6.7,16,8.4,10,9,505,472,188,572,570,497,645,343,215,595,1018.3,1017.9,1017.8,1008.9,1014.8,855.5,980.8,837.7,832.6,969.8,950.4,974.5,959.3,926.9,832.8,0,0,0,0,0,0,0,0,1.2,0,24,26,0,32,53,27,60,25,4,55,4.4,13.6,3.7,4.4,15.3,12.7,20.7,17.3,7.3,9.1,79.2,60.7,74.3,80.7,46.3,55.3,20.9,32.6,89.2,25.4,12.7,16.8,7.2,16,15,14,"Autumn"
1,1.6,0.2,8.9,4.1,0.6,0.9,0.3,0.6,1,2.7,3.3,0.8,11.7,6.5,1.4,1.9,0.8,1.6,1.3,0,0,0,0,0,3,0,0,0,2,1025.5,1022.2,1023.6,1019.3,1022.2,861.8,987.2,845.3,836.8,973.3,955,983.5,964.7,934,839.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,9.3,2.2,5.6,11.9,9.5,12.2,9.4,5.9,4,88.6,78.9,89.5,83.9,70.3,92.8,77.6,80,89.8,73.8,9.7,11.5,14.2,4.5,2.5,3,"Spring"
5.8,1.3,3.9,6.5,2.4,1.2,0.8,0.9,2.1,8,10.7,3.4,7.8,9.7,4.5,3.6,1.7,2.4,4.1,15.7,470,638,908,534,529,700,340,787,791,910,1015,1015.3,1013.8,1017.9,1013.3,854.9,977.6,838,829.1,966.6,946.7,982.2,957.6,925.3,832.5,0,0,0,0,0,0,0,0,0,0,5,60,60,30,17,60,9,60,60,60,6.9,13.7,8.2,3,11.9,12.5,13,15.7,10,9.2,56.9,49,36,67.1,50,66.4,65.6,35.8,59.1,31.9,11.8,9,5.4,5,10.2,9,"Spring"
0.8,2.7,3.3,5.9,1.1,0.8,0.4,0.9,2.7,4.7,2.1,5.5,6.2,8.8,3.1,1.5,1.1,3.2,7.4,9.6,371,105,202,271,375,126,153,227,129,463,1021.8,1023.3,1023.3,1023.3,1023.6,862.6,983.8,845.6,838.7,974.4,955.1,987.5,966.8,932.3,841.4,0,0,0,0,0,0,0,0,0,0,25,0,0,4,2,0,0,0,0,42,11,11.3,10.4,9.7,12.1,10.9,13.1,12.6,14.3,12.1,42.9,94,44.5,93.5,81.7,79.6,79.4,60.2,63.2,31.5,12.1,13.2,10.7,18.4,13.2,12,"Autumn"
5.2,1.4,3.9,7.2,7.4,1.6,3.6,5.7,1.8,4.1,11.3,3.9,5.7,12.4,11.8,3.9,5.9,9.5,5.3,6.8,1051,569,570,1034,962,967,976,973,964,1044,1021.4,1019.7,1019.9,1015.6,1016.8,863.4,985.2,847,840.1,973.2,954.8,981.8,963.1,934.1,840.9,0,0,0,0,0,0,0,0,0,0,58,20,15,59,60,60,60,60,60,60,16.5,24.4,14.9,16.2,25.1,22.8,28.1,27.2,20,19.1,62.7,51.1,61.4,53.7,47.6,55,44.3,36.5,56.8,38.3,23.8,18.7,15,24.9,25.5,12,"Summer"
0.5,5.1,1.1,8.4,1.5,2.3,1.3,3.2,3.3,0.5,1.2,8.8,1.7,11.1,2.9,7.1,4.2,6.3,10.8,1.2,0,0,0,0,0,4,0,0,0,3,1010.9,1013.5,1013.1,1008.9,1013.2,848.7,972.7,831.5,824.5,964,944.2,973.1,955.6,920.1,827.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3,6.7,-4.2,-3.7,6.9,4.7,10,6.5,1.3,-2.3,89.3,60,73.4,80.4,58.1,69.2,32.4,52.6,84.5,66.6,4.7,2.1,6.8,3.3,1.7,21,"Spring"
6.8,0.7,1.2,3.8,0.4,0.4,0.8,2.9,1.7,0.7,9.9,1.8,2,5,0.9,1.2,2.6,4.2,3.3,1.4,0,0,0,0,1,4,0,0,0,3,1011.8,1012.4,1011.9,1013.9,1012.2,847.3,972.8,830.2,821.1,961.9,942,977.3,953.7,918.9,825.5,0,0.4,0,0.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,0.9,-7.7,-5.3,0.3,0.5,5,1.8,-2.5,-5.3,56.4,94.5,83.7,98.6,96.6,91.2,72.1,70.8,90.8,73,0.1,-1.3,0.5,0.4,-0.4,22,"Winter"
5.4,1.1,4.9,7.6,3.8,3.8,2.7,8.5,1.8,3.1,9.8,3.3,6.5,12,6.9,6.1,6.4,12.2,5.3,5.2,166,49,58,54,28,143,59,43,34,19,1010.5,1009.6,1009.2,1000.7,1006.7,846.6,972.6,829.5,822.1,960.4,941.2,965.9,949.8,919.5,823.4,0,0,0,0,0.1,0,0.2,0,0.8,0.1,0,0,0,0,0,0,0,0,0,0,-1,8.7,-1,-3,7.7,7.1,15,8.3,3.5,0,92.5,64.3,94.6,97.4,67.7,95.2,51.7,64.6,89.8,94.4,6.4,8.3,4.3,6.3,15.3,16,"Spring"
1.2,1.9,1.1,5.9,1.7,1,1.6,1.2,0.8,1.3,2.5,4.5,4.8,7.8,3.9,2.9,3.5,2.2,2.3,3.4,207,94,82,255,227,145,224,170,178,214,1028.1,1027.2,1027.8,1023,1027,863.3,989.5,846.3,838.5,978,958.6,986.7,969.5,935.7,841.9,0,0,0,0,0,0,0,0,0,0,57,0,0,60,60,33,60,37,52,56,0.3,8.7,-0.8,1.8,11.2,7.6,9.5,10.2,4.7,1.1,89.6,62.5,91.2,74.4,61.3,81.6,63,61.9,82.3,80.9,7.9,9,2.1,9.2,9,15,"Winter"
3.6,1,5,3.4,1.6,1.3,1.5,0.9,0.9,1.7,9,3.4,7.7,5.1,2.7,3.8,3.5,2.5,2.7,3,0,0,0,3,2,5,1,0,2,6,1015.3,1016.3,1015.5,1010.9,1014.2,848.9,976.5,831.4,825.1,966,945.7,974.6,955.9,922.4,826.7,0.9,0.7,0.6,0.6,0.3,1.8,1.1,0.5,1.6,0.3,0,0,0,0,0,0,0,0,0,0,-2.1,3.6,-3,-4.8,2.4,1.8,6.1,3,0.4,-3.2,86.7,92,92.7,98.4,91.8,95.4,95.1,88.8,96.9,97,0.7,1.2,1.5,-4.8,-1.4,7,"Winter"
1,1.7,0.2,8.2,2.1,0.2,0.4,2.1,1.7,1.4,2.4,3.4,1.3,11.9,3.9,1,1.1,3.7,4.8,2.8,367,176,386,266,263,229,284,501,296,393,1026.7,1028.9,1028.9,1030.7,1029.5,865,988,847.9,840.8,978.9,959.1,993.7,971.7,935.4,844.6,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,52,60,49,60,1.9,7.9,4,6.5,8.4,5.4,6.2,9.9,11.4,5.7,71.5,75.8,62.7,55.4,65.7,100,82.4,51,46.7,47.5,6,5.7,2.4,6.6,10.1,11,"Winter"
0.4,0.6,0.4,4.9,1.2,0.9,0.3,0.6,1.3,1.1,1,1.7,1,6,2.2,1.8,1.1,1.3,2.8,1.8,273,219,252,295,53,131,256,263,233,269,1031.5,1032.7,1032.8,1027.1,1030.8,865.7,992.2,848.2,840.5,981.2,961,990.6,971.9,937.1,843.9,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,0,60,60,60,60,-5.1,4.1,4.8,4.8,0.2,-0.8,9,5.1,4.5,5.7,81.4,72.8,40.4,26,94.9,99.4,65.6,62.6,62.7,40.9,-1.8,-1.6,-4.1,-2.4,0,14,"Winter"
7.2,1.6,4.5,6.9,3.7,1.8,3.8,2.4,2.7,1.3,16.2,4.1,10.8,12,5.4,4.4,7.5,4.3,5.7,3.3,0,0,0,0,0,1,0,0,0,1,1037.7,1036.7,1038.7,1027.6,1036.4,865,998,845.4,841.3,985.5,966.6,990.7,976.4,941.6,842.5,0.2,0,1,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.2,3.1,-7.8,-7.7,2.8,-0.7,5.9,1.1,-1.6,-6.8,76.2,61.1,82.1,91.7,55.7,89,30.6,52.5,81.8,41.9,0,3.5,-3.7,-2.4,-1.3,20,"Winter"
4.8,3.3,3.6,5.3,1.1,0.9,1.2,3.2,3,0.5,10,4.9,6.4,7.1,2.9,1.9,2.5,5.9,5.7,2,0,1,0,7,0,3,0,2,0,3,1014.2,1015.1,1016,1007.8,1013.7,852.9,976.6,836.1,830,966.7,947.9,972.7,957.3,923.6,831.5,1.4,0.1,0.6,0,0,0.4,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,3,11.9,0.9,3.2,12.4,9,15,12.5,8.2,5.3,94.2,91.9,93.1,100,91,99.4,76.1,70.6,94.1,91.3,10.5,12.3,11.8,12.9,13.6,20,"Spring"
0.7,0.7,3.8,4.1,1.8,1.6,0.9,2.2,1,0.8,1.3,2.6,5.7,6.3,3.9,3,2.5,4.7,1.5,1.5,2,2,1,6,4,8,2,3,4,5,1014.2,1013.6,1014.3,1013.4,1012.6,859.9,978.2,843.3,836.6,967.2,949.1,979.4,958.6,927.8,838.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,24.1,15.8,14.2,25.3,20.6,25.2,24.7,19.5,16.3,88.8,56.5,84.2,78.6,51.1,76.6,71.6,49.7,72.6,56.1,22.6,21.5,21.1,20.5,17.3,19,"Summer"
3.1,0.8,1.6,7.4,3.7,2.4,1.1,1.7,1,1.8,7.3,1.7,4.1,9.6,8.2,5.4,2.7,5.7,2.4,3.6,101,175,268,120,387,277,82,191,159,106,1001.8,1000,1000.9,1006.3,1000.8,844.2,964.5,827.2,817.3,952.2,934.2,970.8,944.9,912.6,822.5,1,0,0,0,0,0,0,0,0,0.1,0,0,4,0,27,0,0,0,0,0,5.1,10.8,7.1,3.2,11.8,10.9,11.3,11.6,6.6,5.3,80.6,80.6,59.9,100,86.8,79.8,93.1,79.3,88.3,74.5,9.1,8.1,10.9,7,9.1,8,"Spring"
8.7,1.2,4.8,4.6,4.9,5.7,9.4,9.5,1.5,0.8,14.1,2.3,7,9.9,9.7,9.5,23.4,14.3,2.7,1.8,0,0,0,0,0,1,0,0,0,2,1018.8,1016.4,1017.4,1002.4,1011,847.9,979.2,830.4,823.8,965.9,946.4,966.8,952.7,923.3,822.3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.7,-1,-7.7,-9.6,1.4,-2,9.8,2.4,-5.5,-2.1,95.1,78.3,73.3,86.4,59.7,91.5,21.4,72.8,84.5,79,-1.6,0.6,2.9,-2.1,-2.2,4,"Spring"
0.6,1.3,0.9,2.3,0.7,1.7,0.5,0.9,0.9,0.7,2.1,3.5,2.1,3.1,1.9,2.5,1.5,3.2,2.4,1.1,0,0,0,0,0,0,0,0,0,1,1019.4,1019,1019,1015.8,1017.7,860.6,982.3,844.1,836.4,970.8,952.1,981.1,962,930.5,839.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,17,8.4,8.6,14.7,15,20.6,17.1,14.1,9.1,88.5,63.9,88.1,81.1,80.2,88.8,80.2,63.2,80.2,76.7,13.8,16,18.4,12.5,15.1,22,"Autumn"
0.7,1.3,0.3,6.9,3,4.2,0.7,0.3,1,1,1.9,3.1,1,9.2,5.7,6.1,1.9,1.4,1.8,1.7,0,0,0,0,0,1,0,0,0,2,1024.4,1021.9,1022.1,1021,1022.4,854.6,984.4,837.7,827.9,971.1,951.4,983.7,962.3,928.9,832.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.1,-2.3,-7.4,-2.9,0.9,0.3,1.5,-3.2,-2.7,-5.3,86.4,80.8,75.1,60.7,67.6,75.4,84,86.3,88.4,61.1,-1,-2,0.7,-0.3,-3.4,3,"Spring"
5.1,5.9,5.1,14.7,7.4,1.4,2.2,2,2.8,2.4,11.2,12.1,9.9,21.6,11.7,2.9,8.4,4.3,4.8,5.3,225,641,260,85,171,632,553,558,610,178,1000,1001.6,1000.4,1004.6,1001.3,844.7,963.6,827.7,818.6,954.1,934.3,969.9,946.3,913.4,823.5,0.1,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,33,33,49,0,6,17.3,8.4,2.1,14.4,13.4,17.2,15.9,11,5.9,74.3,41.8,45.7,96.9,55.8,58,59.6,48.2,79.5,61.7,14.2,7.7,9,11.4,11.2,11,"Autumn"
7.3,1.6,3.9,2.1,4,4,1.6,6.5,1.8,4.4,10.7,4.5,8,5.5,6.8,6.8,3.3,10.8,4.1,7.9,891,857,876,931,870,837,846,876,861,905,1021.4,1020.6,1020,1017.9,1017.4,864.5,985.5,847.8,841.9,974.2,955.3,984,963.9,934.9,842.5,0,0,0,0,0,0,0,0,0,0,60,60,60,60,60,60,60,60,60,60,18.3,26.9,18.6,17,26.2,25.2,27.6,28.1,20.7,21.7,43.6,33.4,34.9,64,32.3,44.2,36.3,35.3,44.3,23.8,25.4,21.2,12,29.2,24.5,14,"Summer"
0.8,1.2,0.2,2.3,0.7,1,1.5,0.5,0.7,0.7,1.6,2.9,0.7,2.9,1.6,2.4,3.3,1.5,1.6,1.7,45,34,25,19,17,12,22,15,53,13,1014.3,1015,1016.1,1013.3,1016.2,859.5,977.7,843.3,836,967.5,949.8,978.8,960.9,927.4,839.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,37,0,12.4,19.9,10.4,14.8,18.2,16.3,21.1,18.5,18,13,89.9,78.3,86.4,67.7,82.6,86.5,71.7,88.2,66.8,80.1,18.5,13.8,28.6,14.7,14.6,5,"Summer"
4.1,1.2,3.7,6.7,0.8,1.1,4.3,0.8,1.6,0.7,10.3,2,5.7,9.1,1.5,3.3,10.3,2.3,4.4,1.5,11,18,21,21,12,12,13,11,14,9,1027.6,1026.7,1026.4,1017.9,1026.1,861.5,988.8,844.4,836.2,976.3,957.4,982.4,967.7,934.8,839.1,NA,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,-0.1,6.4,-0.7,-1.9,4.5,7.9,14.7,6.1,5.1,-0.1,82.4,77.2,83.4,78.1,77.6,62.5,26.7,77.2,70.1,77.2,3.3,11.1,13.7,1.6,3.7,5,"Spring"
1.3,1.3,1.2,10.7,1.2,0.9,1.5,0.8,4.1,0.8,2.4,3.4,2.3,13.3,2.7,3.2,3.7,1.7,11.1,1.8,0,0,0,0,1,4,0,0,0,3,1025.4,1030,1027.9,1020.7,1029,859.1,986.4,842,835,978.3,957,983.8,969.3,931.8,838.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.2,4.4,-8.3,-6.3,-0.6,0.7,4,0.8,0.8,-6.3,84.7,64.3,86.7,100,91.7,99.5,65.5,91.6,70.9,81.6,2.2,-1.4,4.1,8.4,8.3,1,"Autumn"
5.1,2.3,1.4,10,2.1,1,1.1,1.6,2.7,1,8.1,6,2.7,14.7,5.5,2.8,2.3,2.8,6.4,2.1,0,0,0,0,2,2,0,0,0,2,1015.8,1017.6,1018.1,1019.5,1019.5,857.7,977.8,840.9,832.5,968.8,949.4,983.6,962,926.7,836.8,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,9.7,2.5,4.7,11.3,7.6,11.5,8.3,11.5,3.2,48.3,76.4,71.2,76.3,73.7,89.4,57,75.5,48.8,64,8.8,7.1,11.7,7,7.4,3,"Spring"
1,2,4.8,9.3,1,1.1,0.8,0.6,2,3.2,2.8,5.4,6.7,12.1,2.2,3.5,1.8,1.3,3.9,6.9,108,43,299,129,167,161,97,131,30,277,1018.6,1019.9,1018.9,1018.2,1020.1,855.9,980.1,838.5,831.9,970.3,950.1,982.3,962.1,NA,834.8,0,0,0,0,0,0,0,0.2,0.7,0,0,0,7,0,0,4,0,0,0,9,4.9,6.4,6,2.4,6.9,7.3,11.2,6.3,6.5,5,80.4,83,63.4,100,82.1,97.4,82.7,90.9,81.6,58.8,7.7,4.6,4.5,7.5,5.2,11,"Autumn"
0.7,0.6,2.2,3.7,0.7,1.3,1.3,0.9,0.5,1,2.7,2.1,2.9,5.6,2.2,1.8,2.4,1.5,1.1,1.8,0,0,0,0,0,2,0,0,0,2,1020.1,1020.4,1019.8,1019.9,1020.1,857.6,981.2,841.2,833.3,970.2,950.2,983.9,961.6,927.3,836.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4.1,3,7.2,3.9,4,10.6,4.1,4.9,5.2,81.1,99.8,75.7,51.5,95.3,99.1,84.4,92.7,92.7,58.4,3.3,2.5,4.4,7,7.3,20,"Autumn"
0.8,3.2,1.5,5,0.9,1.4,0.6,0.7,0.4,1.2,2,6,2.3,6,2,2.8,1.5,1.3,1.4,1.8,181,114,163,218,47,141,148,77,113,145,1030.5,1032.6,1030.8,1031,1030,867,991.4,850.1,841.6,981.3,960.6,994.5,972.1,937.7,845.8,0,0,0,0,0,0,0,0,0,0,60,39,60,60,0,43,60,22,30,42,-0.5,5,5.5,9,2.3,4.3,10.1,9.1,1.6,6.7,65.7,77.7,39.5,15.4,92.6,73.4,68.3,45.4,95.8,36.6,1.1,6.7,-0.7,3.5,4.3,14,"Winter"
6.5,1.2,2.3,3.6,1.1,4,0.7,5.7,2.7,2.4,11,2.7,6.4,6.4,2.8,7.5,1.3,9.7,5.3,5,96,64,117,161,222,215,12,118,179,88,1000.1,1000.3,998.2,1005.1,998,845.2,963.7,828.6,820.2,953.2,933.5,969.9,943.9,912.4,823.5,0,0,0,0,0,0,2.1,0,0,0,0,0,0,13,24,31,0,5,56,0,9.4,16.9,12.2,7.6,17.2,18.2,12.9,19.6,17.3,10.5,68.3,73.9,49.3,90.9,73.3,69.5,98.6,57.9,62.8,61.2,17.4,20.3,10.2,10.8,12.5,17,"Spring"
6.4,1,2,4.7,0.9,1.5,1.3,0.6,1.1,1.9,11.4,2.2,3.6,7.5,2.6,6.2,2.8,2,2.7,4.8,267,225,390,222,211,287,206,172,293,173,1010,1010,1009.9,1013.4,1009.3,851.6,972.3,834.4,824.5,961.3,942.4,977.9,952.8,919.7,830.1,0,0,0,0,0,0,0,0,0,0,5,0,56,0,0,10,1,0,17,0,6.8,9.7,8.4,4.3,9.2,9.5,13.4,10.3,5.6,6.5,57.1,76.4,58.4,72.5,82,67,92.8,67,97.6,47.2,7.8,9.5,6.4,7.7,5.9,11,"Autumn"
1.2,1.3,1.9,9.3,1,NA,0.9,0.8,2.3,0.9,2.6,3.4,3,11.6,2.7,1.7,1.8,2.6,5.2,1.8,0,0,0,0,0,2,0,0,0,1,1011.8,1013,1013.6,1011.9,1013.3,857.9,975.1,841.4,834,965.7,947.4,977.7,958,924.9,837.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,18,10.6,13.8,19.1,16.6,23,17.9,18.4,12.8,90.7,71.1,74,56.6,51.1,80.9,70.1,61.3,57.2,54.8,16.4,15,22,13.6,13.2,22,"Summer"
0.9,0.5,0.5,4.2,0.5,4.8,1.8,1.5,0.8,1,2.7,1.4,1.5,7.1,3.2,7.1,3.5,3.2,1.8,1.9,0,0,0,0,0,1,0,0,0,3,1014.6,1013.9,1015.1,1014.1,1016.2,848.3,975.3,831.2,822.3,963.6,944.4,977,956.1,920.9,826.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.8,0,-10.3,-6.6,1.9,-1.3,1.4,-4.5,-0.6,-7.6,82.9,91.1,73.3,77.8,84.4,75.4,85,89.4,97.8,62.3,0.5,-0.1,3.1,-0.5,0.2,3,"Winter"
0.9,6.5,5.1,12,8.7,2.8,1.1,1.3,3.8,2.3,7,15.1,6.9,18.7,14.8,4.9,2.3,3.2,12.4,5,138,722,144,142,500,113,105,267,193,138,1006.5,1009,1010.4,1008.5,1011.4,848.2,969.5,830.6,822.9,960.8,942.2,972.9,954.2,917.8,827.1,0.7,0,0.5,1,0.1,0.1,0.1,0,0.2,0.6,0,49,0,0,23,0,0,0,0,0,0.7,14.5,0.6,-0.7,12.3,7.4,11.2,7.9,6.5,-0.6,95.4,39.5,90.6,98.8,68.9,86.6,65.1,80.1,82.6,95.6,10.4,7.8,4.6,3.8,6.9,12,"Spring"
